0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
300.685,211.923,0.79355,307.251,257.645,0.872872,266.718,257.665,0.793527,235.476,318.968,0.772753,225.019,296.805,0.879061,349.003,256.383,0.810234,363.365,325.468,0.781422,337.19,359.417,0.847642,300.72,381.59,0.61564,277.145,380.325,0.614866,278.543,476.897,0.514559,0.0,0.0,0.0,328.075,381.603,0.602438,326.772,476.899,0.450903,0.0,0.0,0.0,295.454,202.756,0.809313,309.849,202.82,0.815966,284.992,205.414,0.499378,328.068,206.729,0.850999,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
302.015,213.176,0.783096,307.258,257.645,0.870745,266.74,257.632,0.806836,235.49,317.691,0.749627,226.326,298.076,0.84907,349.004,257.621,0.807561,363.359,325.482,0.786801,337.202,359.39,0.850447,299.423,380.327,0.62622,275.924,380.316,0.616635,278.491,476.897,0.517071,0.0,0.0,0.0,326.804,380.323,0.588962,326.809,476.895,0.457694,0.0,0.0,0.0,295.492,202.835,0.809335,311.132,202.858,0.787281,284.997,209.309,0.631555,328.051,208.029,0.829934,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
305.917,205.441,0.783171,307.231,257.64,0.878071,265.474,258.907,0.796434,235.393,318.929,0.748067,227.618,298.114,0.833554,349.015,256.377,0.822576,363.359,325.496,0.787593,338.47,359.38,0.864674,302.022,381.582,0.61757,277.178,381.587,0.611866,279.834,466.489,0.473921,0.0,0.0,0.0,328.118,380.336,0.613259,328.134,465.179,0.471144,0.0,0.0,0.0,298.05,196.307,0.790277,316.344,198.905,0.781813,285.044,204.099,0.768132,328.104,205.407,0.842954,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
300.689,209.335,0.7752,307.236,257.622,0.877264,265.49,257.639,0.800788,234.107,316.328,0.717621,230.198,296.805,0.838758,349.006,256.375,0.81816,363.374,325.498,0.783312,338.481,359.373,0.86312,301.985,380.334,0.606557,277.173,380.319,0.604865,279.788,476.898,0.457447,0.0,0.0,0.0,328.063,381.592,0.592156,328.06,476.897,0.441947,0.0,0.0,0.0,295.436,201.476,0.792418,309.867,201.519,0.793935,283.718,204.159,0.6472,328.049,205.416,0.857948,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
303.282,210.637,0.743336,307.227,257.64,0.878767,265.478,257.65,0.799798,234.089,317.606,0.718713,230.219,296.819,0.841597,349.015,256.386,0.814949,364.628,325.485,0.782963,337.238,358.144,0.841575,303.277,380.307,0.606384,277.171,380.288,0.608754,278.539,467.751,0.460328,0.0,0.0,0.0,328.098,381.584,0.595345,328.095,467.776,0.460309,0.0,0.0,0.0,295.476,202.758,0.775378,311.118,202.769,0.790479,283.742,206.721,0.603355,326.806,205.406,0.816388,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
304.591,208.025,0.748249,307.217,257.645,0.868806,265.474,257.663,0.793802,232.838,317.644,0.735357,231.532,296.798,0.841851,348.996,257.599,0.81026,363.352,325.477,0.786348,337.225,359.375,0.842394,300.697,380.336,0.627901,277.146,380.318,0.619538,281.103,466.477,0.472815,0.0,0.0,0.0,328.046,381.599,0.598469,328.065,470.38,0.467474,0.0,0.0,0.0,296.775,200.188,0.788552,313.724,201.46,0.750884,285.02,205.418,0.699237,328.069,205.395,0.853768,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
302.002,209.323,0.758203,307.212,257.619,0.876272,265.485,257.636,0.793643,234.13,316.363,0.629193,234.085,299.369,0.774636,348.978,256.368,0.81682,363.361,325.487,0.785989,335.949,359.367,0.829333,300.713,380.31,0.614445,275.931,380.3,0.616479,278.51,476.894,0.500747,0.0,0.0,0.0,328.08,380.314,0.601089,328.067,476.895,0.476958,0.0,0.0,0.0,296.704,201.485,0.790416,311.118,201.517,0.783655,285.016,206.72,0.609347,328.049,205.415,0.838479,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
300.682,209.327,0.768346,307.23,257.595,0.880984,266.731,256.368,0.81536,217.165,307.244,0.742612,235.391,300.703,0.815877,348.971,256.379,0.810492,363.316,325.495,0.793902,337.232,358.142,0.837859,300.712,381.596,0.620282,277.153,380.331,0.62586,279.799,476.905,0.4804,0.0,0.0,0.0,328.059,381.602,0.610193,328.075,476.895,0.459068,0.0,0.0,0.0,295.444,201.492,0.798676,309.827,202.738,0.814391,283.736,206.715,0.619406,326.818,206.712,0.844335,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
298.13,209.325,0.820772,307.225,256.38,0.888956,266.726,256.344,0.823959,221.065,309.838,0.709581,235.423,299.365,0.845163,348.958,257.603,0.805724,362.086,325.469,0.790032,338.523,359.381,0.866588,299.436,380.332,0.627639,275.931,380.308,0.626706,277.26,467.756,0.491829,0.0,0.0,0.0,326.81,381.596,0.597954,326.793,466.486,0.440509,0.0,0.0,0.0,292.872,201.447,0.767353,308.546,201.515,0.834798,283.713,204.136,0.472634,326.815,204.158,0.87584,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
298.139,210.616,0.837374,307.227,257.621,0.881471,266.709,257.604,0.807374,224.967,317.608,0.749577,234.116,298.145,0.829374,348.964,257.619,0.797743,362.055,325.469,0.800032,338.539,359.378,0.88534,300.706,381.593,0.607078,277.151,380.308,0.60177,277.264,469.069,0.557167,0.0,0.0,0.0,328.051,381.602,0.596252,328.034,467.78,0.510355,0.0,0.0,0.0,294.182,201.486,0.803577,308.562,202.781,0.858224,284.998,204.166,0.466263,326.782,205.423,0.864027,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
300.684,210.652,0.795106,307.204,257.614,0.87908,265.484,257.645,0.791964,219.76,312.458,0.635191,234.063,298.146,0.840156,348.955,256.372,0.807952,362.072,324.2,0.784024,338.583,359.375,0.877539,299.419,381.638,0.606423,275.918,381.627,0.602183,277.243,476.894,0.464868,0.0,0.0,0.0,326.794,382.914,0.576394,326.775,470.372,0.442633,0.0,0.0,0.0,295.455,202.742,0.813024,309.859,202.792,0.813569,283.735,205.413,0.585376,328.038,205.434,0.8447,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
303.288,206.751,0.731075,307.203,257.619,0.870316,265.493,257.634,0.79875,215.844,307.209,0.733699,234.06,298.141,0.82045,348.956,257.599,0.796726,363.325,325.468,0.77116,339.798,358.1,0.860361,299.436,382.928,0.584961,275.933,382.92,0.588143,278.497,476.895,0.468734,0.0,0.0,0.0,326.814,382.94,0.563376,326.815,476.896,0.445066,0.0,0.0,0.0,296.759,200.194,0.785191,311.156,201.482,0.757213,285.04,205.396,0.640215,328.048,206.719,0.851128,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
299.426,210.604,0.805521,307.204,256.378,0.875648,266.708,257.613,0.801752,214.597,307.182,0.67978,230.229,298.112,0.775412,348.955,256.347,0.813435,362.075,324.182,0.77152,338.595,358.135,0.862135,299.423,382.937,0.588255,275.926,382.924,0.591486,277.206,476.901,0.471578,0.0,0.0,0.0,326.808,384.209,0.563496,326.805,476.905,0.448995,0.0,0.0,0.0,295.447,201.493,0.799691,309.819,202.76,0.827017,284.989,205.412,0.598852,328.028,205.441,0.863576,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
299.426,211.889,0.813376,307.195,257.596,0.875595,266.705,257.625,0.796528,214.549,304.59,0.6959,228.921,298.104,0.789804,348.944,256.353,0.81168,362.053,324.189,0.789868,338.549,362.033,0.862197,300.683,381.609,0.620871,277.146,381.622,0.617173,278.513,476.895,0.466725,0.0,0.0,0.0,326.805,381.604,0.60369,326.807,476.897,0.455577,0.0,0.0,0.0,295.441,202.764,0.811935,309.802,202.792,0.843094,283.733,205.43,0.599983,326.802,206.706,0.849935,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
300.715,210.651,0.79796,307.217,256.363,0.891885,266.733,256.374,0.815273,214.577,303.298,0.705281,231.496,298.12,0.778451,348.947,256.342,0.815095,362.055,324.201,0.78564,338.493,363.368,0.835371,300.677,380.28,0.62868,275.939,380.268,0.617993,277.234,466.454,0.504517,0.0,0.0,0.0,326.811,380.298,0.611086,328.034,466.47,0.460634,0.0,0.0,0.0,295.45,202.743,0.829347,309.873,202.779,0.835952,282.434,205.429,0.725374,326.814,206.701,0.853287,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
298.144,210.619,0.822164,307.226,256.378,0.8857,266.742,256.371,0.814152,214.594,303.298,0.732103,232.798,298.072,0.798182,348.965,256.367,0.810579,362.056,325.485,0.79331,337.231,364.645,0.824046,299.396,380.282,0.651861,275.911,380.284,0.622673,277.259,467.763,0.481804,0.0,0.0,0.0,325.508,380.288,0.608645,326.809,466.441,0.490373,0.0,0.0,0.0,292.862,201.495,0.785669,308.544,202.769,0.839819,282.425,204.175,0.515212,326.803,205.429,0.86244,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
298.141,210.649,0.823912,307.24,256.344,0.891691,266.755,256.351,0.822539,215.837,301.981,0.734019,234.062,298.069,0.826404,348.957,256.331,0.817141,362.064,322.874,0.799354,337.255,362.071,0.832606,300.675,380.308,0.623598,275.93,380.3,0.616786,277.156,466.47,0.548831,0.0,0.0,0.0,328.047,380.315,0.603208,326.79,466.453,0.478373,0.0,0.0,0.0,294.16,201.511,0.793415,308.542,202.773,0.845755,283.718,205.43,0.486941,326.785,205.418,0.864777,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
298.074,210.638,0.822919,307.224,256.365,0.884715,266.752,256.372,0.811535,215.88,304.608,0.740947,234.131,298.117,0.84674,348.962,256.342,0.813747,362.074,322.891,0.787966,335.923,360.789,0.822499,299.414,381.639,0.623051,275.911,382.901,0.600171,277.183,476.898,0.482079,0.0,0.0,0.0,326.813,381.64,0.58958,326.78,476.902,0.456185,0.0,0.0,0.0,291.554,201.496,0.752699,308.483,202.744,0.820875,282.428,205.392,0.354109,326.812,204.138,0.878472,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
298.115,209.336,0.815655,307.259,256.363,0.89336,266.787,256.366,0.813622,219.793,308.501,0.693518,235.417,300.675,0.825945,348.969,256.344,0.818372,362.053,324.176,0.790925,335.941,360.787,0.818304,300.709,378.999,0.609466,277.151,378.991,0.609609,278.516,466.476,0.526643,0.0,0.0,0.0,328.051,380.266,0.597808,328.052,466.489,0.462514,0.0,0.0,0.0,294.157,200.211,0.764123,308.547,202.732,0.831806,285.017,204.156,0.38892,326.817,206.722,0.853673,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
298.094,210.639,0.829393,307.228,257.6,0.880801,266.738,257.623,0.809898,231.534,317.652,0.714078,235.381,299.37,0.803281,348.977,256.357,0.814054,362.062,324.203,0.785031,337.201,360.783,0.83615,299.404,381.596,0.60992,275.923,381.616,0.590294,278.485,467.784,0.519273,0.0,0.0,0.0,326.772,381.59,0.575587,328.074,469.063,0.466335,0.0,0.0,0.0,292.843,201.521,0.760065,308.508,202.763,0.84508,283.704,205.434,0.358257,326.815,205.422,0.872686,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
299.369,209.325,0.810946,307.21,257.64,0.874537,265.485,258.926,0.783498,244.54,319.007,0.75557,235.478,304.598,0.778132,348.966,256.356,0.820153,362.07,325.494,0.791457,337.206,360.787,0.831758,300.716,380.314,0.615834,277.157,380.3,0.607976,278.54,467.773,0.50293,0.0,0.0,0.0,328.061,380.325,0.600715,328.063,469.082,0.465762,0.0,0.0,0.0,294.183,201.487,0.791987,308.572,202.745,0.842149,285.009,204.164,0.488997,326.798,205.426,0.868111,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
299.404,206.75,0.789356,307.21,257.621,0.876736,266.715,257.661,0.801502,247.157,317.619,0.749268,235.407,305.896,0.858258,348.951,256.355,0.811355,362.06,326.746,0.797652,335.921,360.744,0.82774,301.998,380.331,0.619422,277.172,380.327,0.623508,277.266,476.895,0.534986,0.0,0.0,0.0,328.093,380.336,0.614026,326.757,476.897,0.460107,0.0,0.0,0.0,295.439,200.211,0.772081,308.563,201.495,0.814771,283.743,205.396,0.505503,326.808,204.156,0.866277,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
298.134,210.649,0.838394,307.194,257.595,0.87556,265.493,257.659,0.80744,249.772,317.637,0.686303,238.045,299.372,0.787894,348.952,256.339,0.818929,362.063,324.174,0.790168,337.214,360.725,0.842192,302.011,380.306,0.602922,277.191,380.3,0.60287,278.515,476.895,0.488446,0.0,0.0,0.0,328.074,380.316,0.600324,328.07,467.782,0.447332,0.0,0.0,0.0,294.151,201.52,0.792749,308.523,202.802,0.862114,283.723,205.401,0.478854,326.759,205.443,0.851778,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
299.369,208.026,0.818319,308.466,256.259,0.884921,266.787,256.287,0.8237,244.62,305.882,0.735731,223.741,286.293,0.871926,348.982,255.039,0.827311,367.262,318.971,0.812869,342.452,356.795,0.813931,305.901,376.375,0.605089,278.536,375.096,0.56935,281.104,466.484,0.491988,0.0,0.0,0.0,329.383,376.396,0.592456,328.14,476.894,0.52585,0.0,0.0,0.0,294.149,200.187,0.77378,308.534,201.494,0.85134,282.412,204.099,0.590001,326.761,204.097,0.888237,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
302.009,206.709,0.79766,307.25,256.292,0.885575,266.763,256.317,0.830275,238.042,308.571,0.696466,223.712,288.977,0.85785,348.965,256.279,0.833766,364.629,319.002,0.794816,338.558,350.351,0.890616,303.303,373.77,0.618214,277.219,372.482,0.637005,278.526,458.628,0.483798,0.0,0.0,0.0,328.08,373.798,0.618705,326.808,458.604,0.458126,0.0,0.0,0.0,296.715,198.877,0.795752,311.143,201.455,0.788826,283.715,204.174,0.696912,326.756,204.177,0.834456,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
